Ticker,Name,Series Type,Currency,Country,Sector,Industry,Sic,Exchange,Cik,Fiscal_End,Units,Scale,Flow,Adjustment,Periodicity,Metadata,Corporate_History,Data Notes
2003/06/30,7054.9902,2999.7,5519.5898,426.8,6862,4813.7002,1622.84,974.5,9577.1201,4031.2,1971.3,32952.1016,3607.1299,5967.54,4279.8301,1163.14,691.96,1305.71,540.17,453.4,291.55,1134.15,1819.36,14565.5,5671.4102,669.93,10884.4297,1892.04,4872.1499,461.82,1486.02,124.04,824.1,505.499,797.171,3084.1001,288.2,1201.6899,480.5088215,3026.8999,2576.23,187.2,140.25,8352.2002,455.44,2321.1899,436.38,871.066,3612.8899,3084.1001
2003/07/31,7355.0698,3106.7,5552.1299,453.4,7061.7002,5079.1001,1735.03,990.31,10134.8301,4157,2045.8,32524.4004,3792.6101,6309.8599,4412.8701,1166.52,720.56,1321.26,543.08,424.77,317.49,1185.85,1893.45,13975.5996,5878.8799,713.52,10572.04,2158.6399,5318.3398,484.11,1476.74,134.0525,865.53,507.985,775.878,3210.27,303.42,1276.9399,458.1505312,3122.3,2642.45,188.09,150.33,8809.5996,430.3,2513.8301,452.31,887.78,3907.6001,3210.27
2003/08/31,7591.4199,3202.8999,5973.7798,470.7,7111.2998,5124.2002,1810.45,1008.01,10908.9902,4161.1001,2064.7,31239,4244.73,6727.96,4595.8198,1184.29,743.3,1350.86,551.54,416.15,329.41,1356.55,2229.25,15700,5989.21,759.47,11611.8398,2210.5701,5650.8301,537.71,1421.98,140.835,928.97,529.675,795.579,3311.4199,307.94,1341.2,454.0461108,3199.7,2695.1001,210.6,156.61,9226.2002,484,2511.46,468.06,905.324,4270.75,3311.4199
2003/09/30,7822.48,3176.2,5606.71,440,6703.6001,5043.5,1786.9399,995.97,11229.8701,4091.3,2027.7,35512.8008,4453.2402,6991.6001,4487.3799,1165.95,733.45,1351.89,554.07,432.08,306.78,1417.1,2314.6201,16378.5996,5976.6802,697.52,13055.9004,2019.76,5611.4102,578.98,1367.16,130.875,937.87,597.652,813.274,3134.99,303.78,1303.7,463.6158911,3169.5,2691.3501,208.44,147.8,8925.7002,515.17,2347.28,460.66,909.641,4276.5498,3134.99
2003/10/31,8064.8301,3282.3999,6171.1602,467.9,7129.5,5211.3999,1932.21,1050.71,12190.0996,4287.6001,2125.3999,38662.3008,4906.8701,7452.02,4764.9902,1213.75,817.12,1421.14,581.65,473.34,330.22,1555.9,2485.4299,18833.5,6260.3901,782.36,15754.3398,2121.0601,6045.1201,639.45,1348.3,148.105,973.99,625.546,824.006,3373.2,315.76,1416.39,503.8932169,3272,2843.22,224.27,164.48,9765.2998,468.85,2635.01,482.35,962.707,4003.9199,3373.2
2003/11/30,8554.4805,3195.7,6346.3301,470.6,7252.5,5317.5,1960.26,1058.2,12317.4697,4342.6001,2146.7,41414.3008,5044.8198,7244.7002,4716.0098,1260.75,779.28,1490.67,602.69,510.68,332.19,1615.25,2594.3401,19873.0996,6283.8101,796.18,14617.5303,2170.05,5771.77,646.03,1397.22,148.9675,917.66,617.084,833.835,3424.79,321.9,1424.25,535.864492,3186.3999,2837.8401,213.47,166.9,9729.5996,484.73,2699.8401,484.61,976.019,4265.79,3424.79
2003/12/31,8795.2803,3306,6031.9199,484.799,7737.2002,5487.7998,2003.37,1111.92,12575.9404,4476.8999,2207.3999,48255.6016,5838.96,7336.6699,4920.73,1256.64,793.94,1545.15,623.75,534.39,337.65,1879.75,3074.8701,20095,6477.4502,810.71,18625.0195,2263.5801,5890.6899,772.15,1497.04,156.485,948.85,691.895,850.386,3557.8999,331.85,1467.92,548.1777533,3299.8,3000.75,216.59,178.04,10387.2002,514.71,2857.8401,507.25,1036.3199,4437.5801,3557.8999
2004/01/31,9428.7695,3283.6001,6701.3799,499.28,7929.8999,5736.3999,2066.1499,1131.13,13289.3701,4390.7002,2187.1001,50924.1016,5695.6699,7079.3799,5103.48,1293.3101,818.94,1720.12,687.85,554.31,353.31,1809.75,2946.1399,22679.5,6967.0698,848.5,17259.25,2432.5801,6375.3799,698.9,1590.73,167.5375,966.83,752.932,864.813,3638.4399,347.82,1493.08,574.4244419,3272,2984.28,233.25,191.21,10849.2998,551.72,2917.8201,527.06,1052.29,4584.2598,3638.4399
2004/02/29,9991.7998,3372.5,7026.3101,509.35,8249.4004,5798.3999,2029.8199,1144.9399,13907.0303,4492.2002,2243.3999,52208.3984,5667.5098,7629.4302,5092.02,1305.99,879.24,1781,703.17,564.81,356.59,1800.3,2923.99,25169.1992,7259.8301,883.42,18889.1992,2451.5,6750.54,716.3,1675.0699,184.1525,990.3,761.081,851.687,3725.4399,352.45,1470.38,596.4911023,3360.6001,3016.1299,244.59,208.29,10895.9004,591.09,2889,542.49,1068.65,4812.79,3725.4399
2004/03/31,10517.5,3416.5,6735.6001,489.29,8018.1001,5618.6001,1994.22,1126.21,12681.6699,4385.7002,2197,51947.8008,5590.6001,7474.3398,5177.1802,1281.01,901.85,1866.76,727.49,566.07,338.87,1771.9,2966.3101,22800.4004,7030.7598,880.5,20190.8301,2370.6499,6522.1899,647.3,1741.62,176.8175,1076.53,735.677,876.046,3625.23,342.09,1438.41,598.7593347,3415.3,2984.54,232.39,201.97,10692.5996,644.64,2772.9399,525.91,1059.16,5182.5898,3625.23
2004/04/30,9948.1299,3407.7,5749.04,494.25,8109.5,5774.3999,1920.15,1107.3,11942.96,4489.7002,2237.3,46155.8008,5655.0898,7339.6802,5321.8501,1315.89,838.21,1926.29,751.03,571.18,341.41,1796.1,3025.1399,25793,7182.9399,862.84,18022.6895,2517.6201,6117.8101,648.15,1595.59,167.7925,1091.23,783.413,890.677,3674.28,351.58,1401.36,603.6198326,3400.8,2945.9399,230.32,196.74,10385.7998,561.78,2835.8301,504.1,1035.66,5485.46,3674.28
2004/05/31,10036.29,3456.8999,5599.1099,488.72,7959.2998,5627.1001,1986.74,1120.6801,12198.2402,4430.7002,2201.8,41504.1016,4759.6201,7207.75,5225.5498,1287.67,810.67,1879.78,737.3,569.87,337.19,1483.6,2525.3501,27730.8008,7129.29,803.84,17081.0801,2423.72,5977.8398,641.05,1555.91,169.28,1051.35,732.516,873.488,3669.6299,343.46,1466.22,609.6036455,3460.2,2959.8501,228.94,201.06,10413.7998,535.4,2775.98,512.66,1042.63,5662.6299,3669.6299
2004/06/30,10281.8203,3530.3,5858,501.35,8078.2998,5619.1001,2047.79,1140.84,12285.75,4464.1001,2228.7,41560.1016,4795.46,7518.7798,5466.1899,1326.29,819.86,1989.4,770.28,596.24,345.13,1505.6,2561.1599,28887.4102,7267.1099,785.79,17967.5996,2349.1599,5839.4399,646.64,1399.16,181.09,1103.37,732.401,905.707,3732.99,343.79,1516.64,633.2472675,3532.8999,3072.25,240.83,213.65,10108.5996,534.84,2861.1001,522.8,1062.51,5712.7402,3732.99
2004/07/31,10116.3896,3546.1001,5425.4502,485.05,7919.2998,5547.2002,1887.36,1101.72,12238.0303,4413.1001,2192.22,43240.6992,5170.3198,7882.4102,5358.6299,1298.26,833.98,2031.66,783.25,570.87,329.91,1632.3,2755.22,27062.1309,7263.6602,735.34,19380.8594,2319.3,5420.5698,636.7,1386.2,178.78,1043.85,756.983,937.581,3647.1001,337.86,1400.39,598.0032572,3536.1001,3006.1399,240.4,212.01,10305.9004,502.81,2750.1699,519,1026.99,6160.9399,3647.1001
2004/08/31,10264.3203,3561.8999,5437.3999,478.79,7869.5,5421.7002,1838.1,1104.24,12850.2803,4459.2998,2214.1899,43774.8008,5192.0801,8238.2305,5450.52,1279,827.98,1993.02,777.58,551.09,323.12,1631.75,2789.0701,23774.2695,7516.0601,803.57,20218.3691,2314.26,5765.54,624.59,1342.0601,179.885,1022.34,754.704,916.666,3594.28,331.02,1368.6801,573.1823147,3552.7,3027.55,240.53,214.92,11160.4004,549.28,2672.23,514.73,1029.63,6291.77,3594.28
2004/09/30,10957.3701,3674.7,5782.6401,481.7,8029.2002,5465.2998,1896.84,1114.58,13120.0303,4570.7998,2271.6699,50676.3984,5583.6099,8562.71,5610.3301,1326.08,849.96,2042.87,796.78,558.97,323.94,1745.5,2997.97,22739.6797,7882.5498,835.09,21953.5195,2328.24,5845.6899,644.67,1396.7,193.6675,1005.24,820.134,942.048,3640.6101,334.26,1412.74,571.8537786,3665,3058.47,252.45,231.75,11761,611.03,2748.25,533.21,1047.86,6593.7598,3640.6101
2004/10/31,11564.3496,3786.3,6104.3999,489.45,8418.2998,5363.3999,1974.99,1130.2,13054.6602,4624.2002,2297.6599,53055.1992,5672.27,8805.9502,5681.8901,1361.55,861.14,2112.1699,819.84,552.27,330.48,1786.9,3027.96,23354.8008,8175.9399,834.84,22889.8906,2489.1899,5705.9302,628.16,1320.54,188.155,991.4,860.487,931.226,3706.8201,328.48,1486.72,566.1399933,3778.6001,3152.1599,246.2,225.72,11655.2998,632.97,2795.8,548.89,1072.7,7359.4902,3706.8201
2004/11/30,12102.5498,3942.8,6390.48,501.33,8693,5444.2002,2096.8101,1173.8199,14060.0498,4703.2002,2345.21,52184.1992,6234.29,8998.5996,5973.8599,1404.42,917.19,2288.45,880.77,589.41,337.15,1958.8,3339.75,23270.5,8426.8799,878.06,22486.1992,2654.8101,5844.7598,656.73,1340.77,203.105,1006.04,977.767,982.576,3753.75,333.88,1571.5,599.8502464,3931.3,3283.74,259.03,244.98,12490.7998,570.76,2912.8101,554.2,1127.34,8329.7002,3753.75
2004/12/31,12917.8799,4053.1001,6228.1099,513.31,9080.7998,5693.2002,2175.4399,1211.92,14230.1396,4814.2998,2410.75,56639.1016,6602.6899,8956.2803,6197.8301,1475.05,907.43,2431.3799,928.24,635.95,348.08,2080.5,3580.3401,23844.5,8730.2998,895.92,24971.6797,2786.1799,6139.6899,668.1,1266.5,205.3975,1051.2,1000.233,1007.91,3821.1599,348.85,1621.12,651.2311097,4050.6001,3395.8201,263.32,247.57,12656.9004,552.22,3004.6499,566.07,1169.34,8206.2305,3821.1599
2005/01/31,13097.1201,4106.7002,6314.2202,532.77,9223.9004,5771.3999,2062.4099,1181.27,13721.6904,4852.2998,2441.22,56939.6992,6555.9399,8864.4297,6414.29,1509.0699,916.27,2494.21,957.18,658.39,360.42,2057.6001,3521.71,23060,8961.0996,932.7,27330.3496,2919.9299,5994.23,701.91,1191.8199,209.7675,1051.16,1045.4351,1011.66,3913.6899,354.71,1519.63,665.8018023,4107.2998,3311.1799,270.19,255.56,12798.5,575.74,2995.49,560.36,1142.35,8231.9404,3913.6899
2005/02/28,13789.46,4156.5,6679.8901,556.29,9391,5931.2998,2051.72,1203.6,14195.3496,4968.5,2495.46,66296.7969,6713.8599,9178.1504,6271.6201,1527.29,907.38,2703.97,1028.76,672.37,374.37,2103.25,3611.8999,21953.5,9296.2598,1011.36,28396.1699,3145.1599,6207.8301,741.55,1306,225.6175,1072.3199,1073.828,1045.05,4027.1599,365.39,1511.02,685.1357828,4172.7998,3408.0901,286.423,278.27,13476.5996,635.38,3063.0901,588.37,1176.7,9096.2305,4027.1599
2005/03/31,12676.9004,4100.7002,6594.54,547.73,9258.7998,5929.7002,1999.23,1180.59,13516.8799,4894.3999,2457.73,60382.8008,6492.8198,9413.2197,5984.8799,1548.14,871.35,2632.8999,1008.84,664.64,369.56,2035.65,3481.8601,20682.4004,9376.7002,965.68,25557.7598,2854.9099,6005.8799,681.49,1181.24,221.9125,1074.23,1080.165,982.52,4067.78,365.23,1482.53,685.6326336,4109.7998,3373.1899,290.34,274.4,13298.5996,598.04,3061.74,590.35,1150.36,10499.2998,4067.78
2005/04/30,12322.9902,3943.1001,6509.3301,517.93,9001.5996,5870.7998,1921.65,1156.85,13908.9697,4801.7002,2397.05,57597.6992,6154.4399,9263.71,5831.4399,1480.74,878.96,2566,982.81,676.7,348.2,1902.5,3313.45,22204,9117.2998,911.3,23591.6406,2868.45,5818.0698,658.88,1159.15,207.9875,1031.66,1029.613,954.34,3911.71,360.98,1420.79,705.2258407,3983.2,3270.3,282.55,265.18,12556,593.88,2901.76,577.25,1123.64,11246.5,3911.71
2005/05/31,12964.3896,4070.3999,6990.1699,542.41,9427.0996,6127.2002,2068.22,1191.5,13867.0703,4964,2483.3501,62202.8984,6715.1099,9199.4502,6215.6802,1522.41,860.73,2791.3899,1059.61,699.3,364.68,2087.55,3601.73,21482.0996,9271.5703,970.21,25236.4805,2959.53,6011.5601,667.55,1060.74,216.7625,1047.58,1088.1689,963.603,4120.73,375.73,1542.63,718.9972514,4106.3999,3349.2,301.49,281.42,13787,603.89,3069.2,593.7,1140.68,12019.7002,4120.73
2005/06/30,13486.1299,4229.8999,7241.04,574.15,9783.2002,6253.1001,2056.96,1191.33,14201.0596,5113.2002,2560.1699,59154.8008,7193.8501,9521.4404,6540.7998,1548.51,888.32,3049.9099,1154.24,656.48,383.83,2220.6001,3800.24,21564.8008,9471.6396,1008.16,26957.3203,3060.73,6241.9399,675.5,1080.9399,238.9775,1083.84,1122.376,1019.08,4229.3501,384.21,1493.52,677.2941795,4277.4902,3330.9299,318.95,314.17,14154.7002,639.98,3154.4399,613.78,1148.81,13454.7998,4229.3501
2005/07/31,14409.6602,4346.7002,7353.8398,589.16,10115.5996,6600.8999,2184.8301,1234.1801,14880.9805,5282.2998,2644.75,64351.3008,7635.4199,9975.2305,6770.1201,1618.05,937.39,3126.21,1164.6,688.39,395.77,2312.3,4072.1499,21911,9847.3496,1111.29,29615.2891,3271.78,6311.98,675.67,1083.03,251.26,1105.5,1182.301,1055.54,4451.7402,405.95,1605.14,704.750592,4388.7998,3494.1899,328.65,333.03,15143.5996,700.65,3360.9299,646.92,1188.16,13189,4451.7402
2005/08/31,14243.1904,4413.5,7357.4702,584.61,10008.9004,6517.2002,2152.0901,1220.33,14903.5498,5296.8999,2659.21,68074.5,7805.4302,9757.5098,6677.2798,1602.54,913.56,3285.23,1217.72,715.07,389.6,2384.6499,4184.8301,22935.4004,9903.3604,1083.33,30908.0195,3231.48,6033.4702,697.85,1162.8,266.02,1157.92,1050.09,1039.0601,4399.3599,402.04,1581.71,729.1610925,4446.7998,3457.21,337.71,357.74,15414,784.28,3321.8501,663.93,1194.81,14857.2002,4399.3599
2005/09/30,16120.0801,4592.6001,7869.9399,606.86,10813.9004,6898.8999,2151.6899,1228.8101,15428.5195,5477.7002,2745.79,74534,8634.4805,10073.3203,6839.0898,1681.1801,927.54,3457.45,1275.53,753.59,402.99,2601.3999,4566.6299,24635.9004,10277.5,1221.01,33333.2305,3381.96,6118.6099,723.23,1155.61,275.395,1253.0699,1079.275,1057.0601,4600.02,425.59,1601.66,771.1341921,4641.2002,3538.8701,344.91,373.01,16875.6992,892.5,3469.3401,685.64,1224.31,15030,4600.02
2005/10/31,15759.7305,4412.7002,7525.6299,588.13,10493.7998,7036.6001,2120.3,1207.01,14386.3701,5317.2998,2664.3999,69808.7031,7892.3198,9786.6396,6576.23,1560.05,910.76,3298.74,1220.34,765.37,394.16,2370.95,4159.5898,25873.8008,10068.7002,1158.11,31964,3307.3201,5764.2998,682.62,1092.8199,253.7275,1279.16,1066.224,1006.93,4436.4502,431.029,1579.1801,789.4096642,4459.7002,3479.1799,330.67,341.67,16433.0996,842.52,3390.21,647.5,1193.88,15616.5996,4436.4502
2005/11/30,16830.9609,4583.6001,7724.02,620.87,10557.7998,7407.5,2232.8201,1249.48,14937.1396,5423.2002,2741.05,68199.8984,8788.8096,9430.5801,6860.6802,1621.84,896.13,3493.3701,1269.4399,790.55,418.79,2652.25,4649.8701,24355.8008,10448.7998,1297.4399,38088.6992,3441.6399,6203.4702,667.75,1099.26,263.5,1378.76,1096.641,1006.46,4567.4102,452.29,1672.5601,824.8588955,4634.7998,3618.02,343.08,353.41,16774.5,944.55,3572.02,675.74,1231.41,16311.0996,4567.4102
2005/12/31,17802.7109,4708.7998,8166.8999,643.05,10733.9004,7583.8999,2205.3201,1248.29,14876.4297,5618.7998,2847.02,68822.6016,9397.9297,9206.0996,7363.96,1679.13,899.79,3667.03,1324.86,822.99,436.78,2836.55,4953.2798,24085.8008,10924,1379.37,39777.6992,3663.8999,6548.3398,713.73,1161.0601,278.205,1498.6,1162.635,1020.48,4715.23,463.65,1645.2,861.4638451,4763.3999,3638.0601,367.5,376.78,18096.5,1011,3719.79,701.87,1257.78,16712.5996,4715.23
2006/01/31,18907.0996,4880.2002,8452.0898,672.68,11104.2998,7810.8799,2305.82,1280.08,15753.0996,5760.2998,2928.5601,81085.7031,9919.8896,9513.4004,7562.3701,1745.88,914.01,3969.3601,1433.01,844.41,450.5,3001.1001,5224.9702,23679.4004,11594.4004,1399.83,44590.1992,3977.8401,6532.1802,762.63,1258.05,298.6325,1535.5699,1232.3199,1000.2,4947.9902,478.7,1710.75,881.4026876,4929.6001,3726.48,368.37,410.29,19745.1992,1171.4399,3893.6399,743.86,1313.21,18820.8008,4947.9902
2006/02/28,18706.3008,4878.3999,8883.2197,683.46,11740.7002,7892.6299,2281.39,1280.66,15918.5,5791.5,2956.1201,77346.1016,10370.2002,9755.4004,7928.2998,1816.9,928.94,4068.47,1484.42,823.21,458.72,3074.7,5422.6699,23843,11902.5996,1371.59,47015.8984,4202.8501,6561.6299,744.05,1299.03,305.885,1470.4301,1230.66,1001.49,5000.4502,485.41,1670.5699,864.7473815,4921.2998,3764.6001,375.01,416.25,19085.3008,1320.83,3977.27,729.02,1309.45,19502.6992,5000.4502
